N,종목명,현재가,전일비,등락률,액면가,매출액,자산총계,영업이익
1269.0,한투 인버스 0.5X S&P500 VIX S/T 선물 ETN,31920.0,0.0,0.00%,0.0,0.0,31920.0,31920.0,31920.0
1270.0,하나 Solactive US Tech Top 10 ETN(H),15920.0,0.0,0.00%,0.0,0.0,15920.0,15920.0,15920.0
1271.0,주연테크,537.0,4.0,-0.74%,200.0,33331.0,546.0,546.0,535.0
1272.0,삼성 미국 대형 가치주 ETN(H),15710.0,0.0,0.00%,0.0,0.0,15710.0,15710.0,15710.0
1273.0,TIGER 골드선물(H),13655.0,110.0,+0.81%,0.0,20710.0,13605.0,13700.0,13595.0
1274.0,하나 -0.5X S&P500 VIX S/T 선물 ETN(H),31260.0,0.0,0.00%,0.0,0.0,31260.0,31260.0,31260.0
1275.0,금호전기,842.0,0.0,0.00%,500.0,48661.0,870.0,870.0,841.0
1276.0,KBSTAR 국채선물5년추종인버스,55850.0,85.0,-0.15%,0.0,285.0,55920.0,55950.0,55850.0
1277.0,삼성 블룸버그 레버리지 WTI원유 선물 ETN,12315.0,475.0,-3.71%,0.0,104305.0,12560.0,12560.0,12245.0
1278.0,메리츠 KAP 통안채 6개월 ETN,50895.0,0.0,0.00%,0.0,0.0,50895.0,50895.0,50895.0
1279.0,신한 콩 선물 ETN(H),15195.0,0.0,0.00%,0.0,0.0,15195.0,15195.0,15195.0
1280.0,TIGER S&P글로벌헬스케어(합성),19695.0,70.0,+0.36%,0.0,2431.0,19690.0,19710.0,19665.0
1281.0,KODEX 고배당,9190.0,30.0,+0.33%,0.0,4847.0,9230.0,9230.0,9160.0
1282.0,한투 레버리지 코스닥150선물 ETN,30245.0,315.0,-1.03%,0.0,114.0,30525.0,30525.0,30110.0
1283.0,하나 레버리지 코스닥150 선물 ETN,30200.0,225.0,-0.74%,0.0,285.0,30630.0,30720.0,30180.0
1284.0,대신 레버리지 코스닥 150 선물 ETN,30190.0,580.0,-1.88%,0.0,902.0,30245.0,30505.0,30050.0
1285.0,BYC우,139900.0,100.0,-0.07%,5000.0,22.0,138900.0,139900.0,138900.0
1286.0,삼성 레버리지 코스닥150 선물 ETN,30125.0,280.0,-0.92%,0.0,6759.0,30375.0,30660.0,29900.0
1287.0,ARIRANG 미국장기우량회사채,82475.0,425.0,-0.51%,0.0,2033.0,82550.0,82640.0,82105.0
1288.0,신한 금 선물 ETN(H),14930.0,125.0,+0.84%,0.0,18454.0,14870.0,14955.0,14870.0
1289.0,미래에셋 KRX금현물 Auto-KO-C 2810-01 ETN,9950.0,95.0,+0.96%,0.0,775.0,9900.0,9950.0,9880.0
1290.0,TIGER 200IT레버리지,37150.0,65.0,+0.18%,0.0,3070.0,37175.0,37650.0,36920.0
1291.0,KOSEF 릭소글로벌퓨처모빌리티MSCI,8965.0,40.0,+0.45%,0.0,90.0,9005.0,9005.0,8965.0
1292.0,TIGER 삼성그룹펀더멘털,11360.0,60.0,+0.53%,0.0,927.0,11285.0,11370.0,11275.0
1293.0,삼성 KRX 금현물 ETN,14705.0,100.0,+0.68%,0.0,157.0,14615.0,14705.0,14615.0
1294.0,KB 천연가스 선물 ETN(H),5840.0,280.0,-4.58%,0.0,91235.0,5870.0,5890.0,5830.0
1295.0,신풍,831.0,7.0,-0.84%,500.0,55576.0,838.0,838.0,825.0
1296.0,두산퓨얼셀2우B,9680.0,190.0,+2.00%,100.0,79310.0,9730.0,10400.0,9450.0
1297.0,TIGER 코스피고배당,13730.0,15.0,-0.11%,0.0,3255.0,13800.0,13800.0,13705.0
1298.0,미래에셋 인버스 2X 코스피200 선물 ETN,14395.0,50.0,+0.35%,0.0,9346.0,14350.0,14485.0,14225.0
1299.0,KODEX 철강,9345.0,115.0,-1.22%,0.0,37317.0,9395.0,9470.0,9305.0
1300.0,삼성 인버스 2X 나스닥 100 ETN(H),4110.0,50.0,+1.23%,0.0,218690.0,4090.0,4120.0,4080.0
1301.0,삼성 China A50 선물 ETN(H),14365.0,150.0,-1.03%,0.0,302.0,14300.0,14365.0,14300.0
1302.0,롯데지주우,35400.0,0.0,0.00%,200.0,353.0,34250.0,35400.0,34250.0
1303.0,미래에셋 원유선물혼합 ETN(H),28505.0,215.0,-0.75%,0.0,81.0,29325.0,29325.0,28410.0
1304.0,KBSTAR 국고채3년,108310.0,30.0,+0.03%,0.0,179.0,108170.0,108310.0,108170.0
1305.0,TIGER 미국나스닥100TR채권혼합Fn,11290.0,10.0,-0.09%,0.0,5286.0,11300.0,11300.0,11255.0
1306.0,TIGER 인도니프티50레버리지(합성),27625.0,10.0,+0.04%,0.0,3153.0,27705.0,27805.0,27625.0
1307.0,삼성 레버리지 China A50 선물 ETN(H),28050.0,650.0,-2.26%,0.0,2060.0,28805.0,28805.0,27820.0
1308.0,SOL 미국TOP5채권혼합40 Solactive,11545.0,85.0,-0.73%,0.0,42866.0,11555.0,11565.0,11530.0
1309.0,KBSTAR 2차전지TOP10,15365.0,180.0,-1.16%,0.0,275496.0,15545.0,15605.0,15310.0
1310.0,TIGER 퓨처모빌리티액티브,9050.0,50.0,-0.55%,0.0,805.0,9125.0,9130.0,9035.0
1311.0,WOORI 대한민국국고채액티브,51085.0,55.0,-0.11%,0.0,1199.0,51035.0,51105.0,50995.0
1312.0,진도,2185.0,15.0,+0.69%,500.0,15702.0,2170.0,2185.0,2150.0
1313.0,신한 레버리지 미국달러 선물 ETN,13590.0,50.0,+0.37%,0.0,13.0,13540.0,13620.0,13540.0
1314.0,KODEX 코스피100,25860.0,145.0,-0.56%,0.0,2153.0,26005.0,26125.0,25850.0
1315.0,KODEX K-미래차액티브,9140.0,30.0,+0.33%,0.0,3228.0,9110.0,9165.0,9095.0
1316.0,KBSTAR 글로벌4차산업IT(합성 H),23435.0,30.0,+0.13%,0.0,3344.0,23215.0,23445.0,23210.0
1317.0,신한 브렌트원유 선물 ETN(H),13430.0,260.0,-1.90%,0.0,24.0,13590.0,13590.0,13430.0
1318.0,ARIRANG 미국나스닥테크,26800.0,25.0,-0.09%,0.0,1603.0,26825.0,26825.0,26300.0
1319.0,KODEX 미국S&P500에너지(합성),12820.0,65.0,+0.51%,0.0,4028.0,12845.0,12850.0,12765.0
1320.0,삼성 레버리지 KRX 2차전지 K-뉴딜 ETN,4440.0,125.0,-2.74%,0.0,66216.0,4600.0,4620.0,4430.0
1321.0,대교우B,1370.0,0.0,0.00%,500.0,32455.0,1386.0,1386.0,1366.0
1322.0,신한 은 선물 ETN(H),13285.0,520.0,+4.07%,0.0,17195.0,13120.0,13360.0,13110.0
1323.0,대한항공우,23550.0,250.0,-1.05%,5000.0,1520.0,23800.0,24050.0,23450.0
1324.0,TIGER 200TR,18680.0,25.0,-0.13%,0.0,1116.0,18780.0,18780.0,18600.0
1325.0,KOSEF 국고채3년,108795.0,60.0,-0.06%,0.0,129.0,108735.0,108795.0,108675.0
1326.0,KODEX 차이나심천ChiNext(합성),8215.0,5.0,+0.06%,0.0,2679.0,8275.0,8275.0,8120.0
1327.0,신한 레버리지 코스피 200 선물 ETN,26040.0,75.0,-0.29%,0.0,3.0,26140.0,26140.0,25990.0
1328.0,TIGER 글로벌멀티에셋TIF액티브,9465.0,15.0,-0.16%,0.0,5516.0,9500.0,9500.0,9430.0
1329.0,삼성 레버리지 코스피200 선물 ETN,26015.0,80.0,-0.31%,0.0,173.0,26120.0,26260.0,25875.0
1330.0,세방우,7050.0,10.0,-0.14%,500.0,394.0,7070.0,7080.0,7050.0
1331.0,KODEX 탄소효율그린뉴딜,8360.0,50.0,-0.59%,0.0,270.0,8410.0,8420.0,8360.0
1332.0,한솔PNS,1264.0,21.0,-1.63%,500.0,21777.0,1288.0,1292.0,1264.0
1333.0,한화투자증권우,5390.0,10.0,+0.19%,5000.0,6702.0,5380.0,5520.0,5380.0
1334.0,미래에셋 -2X 미국채울트라30년 선물 ETN,12910.0,175.0,+1.37%,0.0,281.0,12890.0,12935.0,12840.0
1335.0,KBSTAR 내수주플러스,7590.0,35.0,-0.46%,0.0,13127.0,7615.0,7635.0,7585.0
1336.0,제이준코스메틱,5710.0,110.0,-1.89%,500.0,5175.0,5820.0,5820.0,5710.0
1337.0,SOL KIS단기통안채,105280.0,25.0,-0.02%,0.0,45.0,105310.0,105310.0,105280.0
1338.0,미래에셋 중국 심천 100 ETN,12785.0,0.0,0.00%,0.0,1.0,12785.0,12785.0,12785.0
1339.0,녹십자홀딩스2우,30150.0,350.0,-1.15%,500.0,582.0,30950.0,30950.0,30050.0
1340.0,KODEX 차이나A50,16990.0,140.0,-0.82%,0.0,762.0,17350.0,17350.0,16930.0
1341.0,ACE 일본Nikkei225(H),23095.0,105.0,-0.45%,0.0,14055.0,23270.0,23345.0,23055.0
1342.0,TIGER 리츠부동산인프라채권TR KIS,4590.0,5.0,-0.11%,0.0,3444.0,4610.0,4610.0,4560.0
1343.0,KODEX 건설,3410.0,10.0,+0.29%,0.0,64440.0,3415.0,3415.0,3370.0
1344.0,KODEX 유럽명품TOP10 STOXX,8390.0,10.0,-0.12%,0.0,3507.0,8450.0,8450.0,8335.0
1345.0,한국ANKOR유전,359.0,7.0,-1.91%,0.0,3044053.0,370.0,370.0,359.0
1346.0,KODEX KRX300,15710.0,65.0,-0.41%,0.0,4279.0,15780.0,15805.0,15670.0
1347.0,KBSTAR 중장기국공채액티브,101865.0,115.0,-0.11%,0.0,27.0,101790.0,101865.0,101755.0
1348.0,KODEX 글로벌로봇(합성),15860.0,40.0,+0.25%,0.0,11037.0,15920.0,15920.0,15780.0
1349.0,대신 인버스 2X 코스닥 150 선물 ETN,8240.0,80.0,+0.98%,0.0,1611.0,8150.0,8500.0,8090.0
1350.0,한투 블룸버그 레버리지 WTI원유 선물 ETN,12320.0,505.0,-3.94%,0.0,31307.0,12570.0,12570.0,12265.0
1351.0,메리츠 인버스 천연가스 선물 ETN(H),24635.0,1360.0,+5.84%,0.0,316.0,24335.0,24635.0,24320.0
1352.0,미래에셋 인버스 천연가스 선물 ETN(H),24615.0,1375.0,+5.92%,0.0,104.0,23255.0,24615.0,23255.0
1353.0,KODEX 미디어&엔터테인먼트,12295.0,50.0,+0.41%,0.0,9682.0,12265.0,12440.0,12200.0
1354.0,KB 인버스 2X KOSDAQ 150 선물 ETN,8180.0,65.0,+0.80%,0.0,43592.0,8200.0,8290.0,7960.0
1355.0,SHD,20150.0,400.0,-1.95%,5000.0,2707.0,20550.0,20800.0,20150.0
1356.0,한투 레버리지 금 선물 ETN,24465.0,445.0,+1.85%,0.0,40858.0,24210.0,24505.0,24210.0
1357.0,KODEX S&P글로벌인프라(합성),13610.0,40.0,+0.29%,0.0,2229.0,13610.0,13730.0,13610.0
1358.0,ARIRANG 코스피50,23045.0,120.0,-0.52%,0.0,972.0,23085.0,23245.0,22980.0
1359.0,메리츠 레버리지 인플레이션 국채 ETN,12080.0,15.0,-0.12%,0.0,88.0,12090.0,12090.0,12080.0
1360.0,메리츠 미국채10년 ETN(H),8050.0,5.0,-0.06%,0.0,934.0,8050.0,8050.0,8035.0
1361.0,대상우,17620.0,3220.0,+22.36%,1000.0,962245.0,14700.0,18500.0,14530.0
1362.0,SOL 코스닥150,12425.0,100.0,-0.80%,0.0,139.0,12450.0,12520.0,12425.0
1363.0,TIGER 은행고배당플러스TOP10,10030.0,40.0,-0.40%,0.0,28739.0,10050.0,10070.0,10000.0
1364.0,ACE 미국친환경그린테마INDXX,9015.0,35.0,+0.39%,0.0,2144.0,9000.0,9025.0,8995.0
1365.0,KODEX 게임산업,7170.0,115.0,+1.63%,0.0,275351.0,7110.0,7310.0,7100.0
1366.0,TIGER 글로벌AI액티브,10400.0,140.0,-1.33%,0.0,16004.0,10515.0,10515.0,10395.0
1367.0,ACE ESG액티브,7360.0,15.0,-0.20%,0.0,112.0,7380.0,7420.0,7360.0
1368.0,한창,1264.0,33.0,-2.54%,500.0,71656.0,1297.0,1308.0,1255.0
1369.0,SOL 미국S&P500ESG,11730.0,55.0,-0.47%,0.0,13945.0,11740.0,11755.0,11700.0
1370.0,대신 레버리지 KRX 금현물 ETN,23410.0,0.0,0.00%,0.0,0.0,23410.0,23410.0,23410.0
1371.0,ACE 2차전지&친환경차액티브,11685.0,5.0,-0.04%,0.0,14800.0,11695.0,11810.0,11600.0
1372.0,삼성 레버리지 나스닥 100 ETN,23365.0,250.0,-1.06%,0.0,150.0,23375.0,23375.0,23365.0
1373.0,KODEX TRF5050,12980.0,55.0,+0.43%,0.0,8069.0,12980.0,12980.0,12925.0
1374.0,ARIRANG 미국단기우량회사채,110425.0,75.0,+0.07%,0.0,174.0,110350.0,110485.0,110200.0
1375.0,KODEX TRF7030,14430.0,10.0,-0.07%,0.0,4423.0,14435.0,14455.0,14355.0
1376.0,한투 인버스 2X 구리 선물 ETN,23050.0,0.0,0.00%,0.0,0.0,23050.0,23050.0,23050.0
1377.0,미래에셋 인버스 코스피200 선물 ETN,11455.0,50.0,+0.44%,0.0,10473.0,11410.0,11460.0,11405.0
1378.0,TIGER 원유선물Enhanced(H),4265.0,80.0,-1.84%,0.0,69981.0,4345.0,4345.0,4255.0
1379.0,신한 인버스 코스피 200 선물 ETN,11405.0,15.0,+0.13%,0.0,12688.0,11415.0,11415.0,11330.0
1380.0,TIGER 구리실물,9690.0,10.0,+0.10%,0.0,15679.0,9695.0,9750.0,9680.0
1381.0,KODEX TDF2050액티브,11360.0,15.0,-0.13%,0.0,12256.0,11415.0,11415.0,11330.0
1382.0,메리츠 인플레이션 국채 ETN,11360.0,5.0,-0.04%,0.0,3.0,11360.0,11360.0,11360.0
1383.0,KBSTAR 200선물인버스2X,2580.0,5.0,+0.19%,0.0,33774.0,2610.0,2610.0,2545.0
1384.0,TIGER 글로벌AI&로보틱스 INDXX,9770.0,55.0,-0.56%,0.0,22589.0,9855.0,9855.0,9760.0
1385.0,TIGER 200커버드콜ATM,8610.0,5.0,-0.06%,0.0,34849.0,8595.0,8630.0,8595.0
1386.0,한투 인버스 2X 베트남 VN30 선물 ETN(H),22215.0,40.0,-0.18%,0.0,2158.0,22075.0,22315.0,22075.0
1387.0,TIGER KRX기후변화솔루션,11530.0,85.0,-0.73%,0.0,329.0,11675.0,11675.0,11530.0
1388.0,KODEX 배당성장채권혼합,12070.0,15.0,+0.12%,0.0,7209.0,12060.0,12075.0,12045.0
1389.0,신한 다우존스지수 선물 ETN(H),21710.0,0.0,0.00%,0.0,0.0,21710.0,21710.0,21710.0
1390.0,QV 레버리지 금 선물 ETN(H),21510.0,435.0,+2.06%,0.0,2008.0,21445.0,21510.0,21430.0
1391.0,QV 미국 IT TOP5 ETN(H),30710.0,400.0,-1.29%,0.0,34.0,31110.0,31110.0,30710.0
1392.0,ACE 국고채3년,102310.0,50.0,+0.05%,0.0,86.0,102290.0,102310.0,102195.0
1393.0,LX하우시스우,20700.0,550.0,+2.73%,5000.0,2650.0,20150.0,20700.0,20150.0
1394.0,메리츠 레버리지 금 선물 ETN(H),21340.0,385.0,+1.84%,0.0,10004.0,21325.0,21340.0,21325.0
1395.0,KODEX 미국러셀2000(H),11215.0,40.0,+0.36%,0.0,2462.0,11235.0,11255.0,11190.0
1396.0,KBSTAR 배터리 리사이클링iSelect,12090.0,140.0,-1.14%,0.0,7536.0,12245.0,12290.0,12080.0
1397.0,미래에셋 -2X 홍콩H 선물 ETN(H),21205.0,1100.0,+5.47%,0.0,3510.0,19970.0,21205.0,19970.0
1398.0,삼성 레버리지 S&P500 선물 ETN,21200.0,50.0,-0.24%,0.0,2.0,21215.0,21215.0,21200.0
1399.0,마이티 다이나믹퀀트액티브,11770.0,5.0,+0.04%,0.0,158.0,11775.0,11810.0,11725.0
1400.0,대신 철광석 선물 ETN(H) B,20980.0,250.0,-1.18%,0.0,99.0,21075.0,21075.0,20980.0
1401.0,메리츠 인버스 2X 구리 선물 ETN(H),20790.0,0.0,0.00%,0.0,0.0,20790.0,20790.0,20790.0
1402.0,QV 인버스 레버리지 구리 선물 ETN(H),20710.0,0.0,0.00%,0.0,0.0,20710.0,20710.0,20710.0
1403.0,SOL 국고채3년,104060.0,15.0,+0.01%,0.0,149.0,104045.0,104060.0,103960.0
1404.0,TIGER 차이나클린에너지SOLACTIVE,5575.0,105.0,-1.85%,0.0,10029.0,5755.0,5755.0,5510.0
1405.0,ACE 코스닥150,12770.0,10.0,-0.08%,0.0,1965.0,12800.0,12840.0,12730.0
1406.0,대덕전자1우,9750.0,320.0,+3.39%,500.0,19271.0,9540.0,9800.0,9410.0
1407.0,키움 인버스 미국달러선물 ETN,10210.0,0.0,0.00%,0.0,0.0,10210.0,10210.0,10210.0
1408.0,TIGER KRX게임K-뉴딜,5515.0,145.0,+2.70%,0.0,351287.0,5390.0,5575.0,5390.0
1409.0,메리츠 KIS 통안채 1년 ETN,50885.0,0.0,0.00%,0.0,0.0,50885.0,50885.0,50885.0
1410.0,메리츠 인버스 국채3년 ETN,10125.0,10.0,+0.10%,0.0,1.0,10125.0,10125.0,10125.0
1411.0,TIGER Fn신재생에너지,8720.0,5.0,+0.06%,0.0,16035.0,8715.0,8900.0,8715.0
1412.0,메리츠 레버리지 국채30년 ETN,4970.0,30.0,-0.60%,0.0,8513.0,4930.0,4970.0,4920.0
1413.0,TIGER MKF배당귀족,11680.0,10.0,+0.09%,0.0,926.0,11670.0,11715.0,11660.0
1414.0,신한 옥수수 선물 ETN(H),9915.0,85.0,-0.85%,0.0,612.0,9940.0,9940.0,9895.0
1415.0,넥센타이어1우B,3030.0,15.0,+0.50%,500.0,11865.0,3000.0,3080.0,2985.0
1416.0,TIGER 200 건설,3225.0,15.0,+0.47%,0.0,98381.0,3210.0,3250.0,3210.0
1417.0,QV iSelect 글로벌 EMP ETN(H),9825.0,0.0,0.00%,0.0,0.0,9825.0,9825.0,9825.0
1418.0,삼성 인버스 2X S&P500 선물 ETN,19595.0,155.0,+0.80%,0.0,32.0,19555.0,19650.0,19545.0
1419.0,신한 K200 USD 선물 바이셀 ETN,9775.0,0.0,0.00%,0.0,0.0,9775.0,9775.0,9775.0
1420.0,TIGER 미국달러선물인버스2X,6740.0,25.0,+0.37%,0.0,3104.0,6715.0,6750.0,6690.0
1421.0,신한 인버스 2X 다우존스지수 선물 ETN(H),1950.0,0.0,0.00%,0.0,31931.0,1950.0,1955.0,1945.0
1422.0,KODEX 차이나과창판STAR50(합성),6500.0,10.0,-0.15%,0.0,1028.0,6500.0,6500.0,6495.0
1423.0,KBSTAR 미국S&P500(H),11450.0,35.0,-0.30%,0.0,27114.0,11470.0,11470.0,11430.0
1424.0,미래에셋 레버리지 옥수수 선물 ETN,19420.0,330.0,-1.67%,0.0,3203.0,19610.0,19610.0,19335.0
1425.0,한투 인버스 2X 금 선물 ETN,19410.0,365.0,-1.85%,0.0,5.0,19495.0,19495.0,19410.0
1426.0,메리츠 국채10년 ETN,9620.0,15.0,-0.16%,0.0,13.0,9620.0,9620.0,9620.0
1427.0,비케이탑스,904.0,0.0,0.00%,500.0,0.0,0.0,0.0,0.0
1428.0,KBSTAR 200선물레버리지,14715.0,90.0,-0.61%,0.0,714.0,14770.0,14940.0,14640.0
1429.0,코리아써우,6450.0,310.0,+5.05%,500.0,143294.0,6120.0,7150.0,6120.0
1430.0,KODEX 코스피대형주,11925.0,55.0,-0.46%,0.0,6271.0,12010.0,12010.0,11905.0
1431.0,TIGER 코스닥150선물인버스,4015.0,15.0,+0.38%,0.0,647723.0,4000.0,4040.0,3985.0
1432.0,덕성우,13700.0,3160.0,+29.98%,500.0,2483207.0,11790.0,13700.0,10640.0
1433.0,미래에셋 2X 홍콩H 선물 ETN,18850.0,690.0,-3.53%,0.0,743.0,19735.0,19735.0,18645.0
1434.0,TIGER 코스닥150바이오테크,7590.0,75.0,-0.98%,0.0,8367.0,7665.0,7700.0,7525.0
1435.0,TIGER 차이나항셍테크레버리지(합성 H),6905.0,30.0,-0.43%,0.0,67647.0,7130.0,7130.0,6735.0
1436.0,미래에셋 코스닥150 선물 ETN,9290.0,95.0,-1.01%,0.0,2.0,9300.0,9300.0,9290.0
1437.0,ARIRANG ESG성장주액티브,7880.0,50.0,-0.63%,0.0,110.0,7890.0,7935.0,7865.0
1438.0,KBSTAR 차이나HSCEI(H),7115.0,40.0,-0.56%,0.0,3405.0,7275.0,7280.0,7040.0
1439.0,코아스,596.0,29.0,-4.64%,500.0,974130.0,633.0,638.0,581.0
1440.0,SOL 자동차소부장Fn,9655.0,30.0,+0.31%,0.0,81089.0,9670.0,9680.0,9615.0
1441.0,HANARO Fn전기&수소차,8330.0,20.0,-0.24%,0.0,6421.0,8360.0,8390.0,8305.0
1442.0,ACE 아시아TOP50S&P,12200.0,35.0,-0.29%,0.0,659.0,12190.0,12240.0,12175.0
1443.0,SOL 글로벌탄소배출권선물ICE(합성),13020.0,70.0,+0.54%,0.0,8311.0,12965.0,13025.0,12950.0
1444.0,SOL 한국형글로벌반도체액티브,13010.0,5.0,+0.04%,0.0,33617.0,12960.0,13140.0,12915.0
1445.0,TIGER 농산물선물Enhanced(H),6995.0,35.0,-0.50%,0.0,3107.0,7030.0,7030.0,6965.0
1446.0,ARIRANG 우량회사채50 1년,113595.0,0.0,0.00%,0.0,1176.0,113595.0,113595.0,113565.0
1447.0,KBSTAR 미국S&P원유생산기업(합성 H),6260.0,20.0,+0.32%,0.0,25116.0,6280.0,6340.0,6260.0
1448.0,신한 인버스 코스닥 150 선물 ETN,9015.0,135.0,+1.52%,0.0,2176.0,9030.0,9030.0,8980.0
1449.0,미래에셋 인버스 코스닥150 선물 ETN,8970.0,5.0,+0.06%,0.0,3.0,8970.0,8975.0,8970.0
1450.0,메리츠 레버리지 대표 농산물 선물 ETN(H),17805.0,375.0,-2.06%,0.0,1847.0,17860.0,17860.0,17635.0
1451.0,KODEX 배당성장,13680.0,80.0,+0.59%,0.0,9414.0,13680.0,13710.0,13650.0
1452.0,HANARO 코스닥150,12695.0,10.0,-0.08%,0.0,275.0,12760.0,12815.0,12640.0
1453.0,ACE 러시아MSCI(합성),9590.0,0.0,0.00%,0.0,0.0,0.0,0.0,0.0
1454.0,TIGER 원유선물인버스(H),3080.0,60.0,+1.99%,0.0,122107.0,3055.0,3090.0,3045.0
1455.0,신한 코스닥 150 ETN,8805.0,55.0,-0.62%,0.0,101.0,8950.0,8950.0,8805.0
1456.0,KODEX 200exTOP,10975.0,45.0,+0.41%,0.0,5.0,10975.0,10975.0,10975.0
1457.0,하이트진로2우B,15490.0,90.0,+0.58%,5000.0,665.0,15500.0,15500.0,15400.0
1458.0,메리츠 인버스 2X 금 선물 ETN(H),17420.0,370.0,-2.08%,0.0,1019.0,17590.0,17600.0,17365.0
1459.0,TIGER 배당성장,17075.0,75.0,+0.44%,0.0,1036.0,16855.0,17090.0,16855.0
1460.0,하나 레버리지 옥수수 선물 ETN(H),17415.0,265.0,-1.50%,0.0,16.0,17580.0,17580.0,17385.0
1461.0,대한제당우,2680.0,20.0,+0.75%,500.0,77583.0,2670.0,2710.0,2660.0
1462.0,KODEX 3대농산물선물(H),10700.0,70.0,-0.65%,0.0,14741.0,10725.0,10725.0,10650.0
1463.0,QV 인버스 레버리지 금 선물 ETN(H),17315.0,0.0,0.00%,0.0,0.0,17315.0,17315.0,17315.0
1464.0,한투 레버리지 은 선물 ETN,17305.0,1290.0,+8.05%,0.0,581.0,16805.0,17355.0,16805.0
1465.0,미래에셋 코스피200 선물 ETN,8595.0,35.0,-0.41%,0.0,2.0,8600.0,8600.0,8595.0
1466.0,대신 2X 철광석 선물 ETN(H),17170.0,160.0,-0.92%,0.0,83.0,17155.0,17295.0,17000.0
1467.0,TIGER 차이나반도체FACTSET,5790.0,25.0,+0.43%,0.0,9125.0,5765.0,5855.0,5705.0
1468.0,신한 코스피 200 ETN,8540.0,65.0,-0.76%,0.0,101.0,8550.0,8550.0,8540.0
1469.0,신한 FnGuide 치킨 ETN,8535.0,0.0,0.00%,0.0,0.0,8535.0,8535.0,8535.0
1470.0,메리츠 미국 인플레이션 국채 ETN(H),8535.0,0.0,0.00%,0.0,0.0,8535.0,8535.0,8535.0
1471.0,한투 인버스 2X 유로스탁스50 ETN(H) B,16975.0,20.0,-0.12%,0.0,2009.0,16950.0,16990.0,16900.0
1472.0,미래에셋 레버리지 은 선물 ETN,16885.0,985.0,+6.19%,0.0,1.0,16885.0,16885.0,16885.0
1473.0,한투 인버스 2X 플래티넘 선물 ETN,16720.0,450.0,-2.62%,0.0,944.0,16735.0,16735.0,16620.0
1474.0,KB CSI 500 ETN,8310.0,15.0,-0.18%,0.0,3.0,8310.0,8310.0,8310.0
1475.0,한투 레버리지 플래티넘 선물 ETN,16515.0,560.0,+3.51%,0.0,956.0,16320.0,16550.0,16315.0
1476.0,하나 S&P 인버스 2X WTI원유 선물 ETN,16450.0,665.0,+4.21%,0.0,8691.0,16125.0,16535.0,16080.0
1477.0,메리츠 인버스 2X 국채30년 ETN,16430.0,10.0,+0.06%,0.0,449.0,16485.0,16490.0,16415.0
1478.0,신한 블룸버그 인버스 2X WTI원유 선물 ETN,16380.0,610.0,+3.87%,0.0,120653.0,16055.0,16500.0,16035.0
1479.0,KB S&P 인버스 2X WTI원유 선물 ETN,16365.0,590.0,+3.74%,0.0,13614.0,16025.0,16500.0,16020.0
1480.0,신한 레버리지 구리 선물 ETN,16350.0,55.0,+0.34%,0.0,363.0,16410.0,16430.0,16310.0
1481.0,KB CSI 300 ETN,8170.0,90.0,-1.09%,0.0,4.0,8175.0,8175.0,8170.0
1482.0,QV 블룸버그 -2X WTI원유선물 ETN,16320.0,565.0,+3.59%,0.0,7513.0,16125.0,16430.0,15990.0
1483.0,ACE 일본TOPIX레버리지(H),32605.0,185.0,-0.56%,0.0,178.0,32205.0,33155.0,32205.0
1484.0,QV 블룸버그 2X 천연가스 선물 ETN(H),815.0,90.0,-9.94%,0.0,1405676.0,830.0,835.0,810.0
1485.0,미래에셋 인버스 2X 옥수수 선물 ETN,16255.0,315.0,+1.98%,0.0,402.0,15930.0,16270.0,15930.0
1486.0,에셋플러스 코리아플랫폼액티브,6755.0,25.0,-0.37%,0.0,756.0,6805.0,6805.0,6715.0
1487.0,메리츠 인버스 2X 미국채30년 ETN(H),16130.0,95.0,+0.59%,0.0,57.0,16155.0,16220.0,16130.0
1488.0,삼양홀딩스우,52900.0,0.0,0.00%,5000.0,247.0,53200.0,53200.0,52500.0
1489.0,FOCUS KRX300,16000.0,0.0,0.00%,0.0,0.0,16000.0,16000.0,16000.0
1490.0,한투 인버스 2X 은 선물 ETN,15995.0,1330.0,-7.68%,0.0,12420.0,16405.0,16450.0,15775.0
1491.0,KBSTAR 200선물인버스,5910.0,10.0,+0.17%,0.0,6916.0,5905.0,5925.0,5875.0
1492.0,TIGER MSCI KOREA ESG리더스,8310.0,50.0,-0.60%,0.0,51.0,8345.0,8350.0,8310.0
1493.0,미래에셋 인버스 2X 은 선물 ETN,15930.0,1310.0,-7.60%,0.0,394.0,16390.0,16390.0,15930.0
1494.0,메리츠 인버스 2X 대표 농산물 선물 ETN(H),15800.0,270.0,+1.74%,0.0,139.0,15540.0,15925.0,15540.0
1495.0,삼성 인버스 2X 나스닥 100 ETN,15790.0,175.0,+1.12%,0.0,22424.0,15725.0,15850.0,15685.0
1496.0,메리츠 인버스 2X 미국채10년 ETN(H),15780.0,20.0,+0.13%,0.0,17.0,15835.0,15835.0,15780.0
1497.0,삼성 KRX 리츠 TOP10 월배당 ETN,7880.0,20.0,-0.25%,0.0,21.0,7900.0,7900.0,7880.0
1498.0,TIGER 탄소효율그린뉴딜,8295.0,25.0,-0.30%,0.0,763.0,8320.0,8380.0,8275.0
1499.0,KODEX TSE일본리츠(H),12115.0,15.0,+0.12%,0.0,27936.0,12100.0,12120.0,12080.0
